answers_base,unknown,https://rm.z.yandex-team.ru/component/answers_base,/sandbox/projects/release_machine/components/configs/answers_base.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/answers_base.py,,nexidan,ACTIVE,RMDEV-2683,answers_base-trunk
yabs_server,BLOCKED,https://rm.z.yandex-team.ru/component/yabs_server,/sandbox/projects/release_machine/components/configs/yabs_server.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yabs_server.py,,dsinozemtsev,ACTIVE,RMDEV-2684,yabs-server-trunk
biathlon,unknown,https://rm.z.yandex-team.ru/component/biathlon,/sandbox/projects/release_machine/components/configs/biathlon.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/biathlon.py,,ustas,ACTIVE,RMDEV-2685,biathlon-trunk2
turbo_merger,unknown,https://rm.z.yandex-team.ru/component/turbo_merger,/sandbox/projects/release_machine/components/configs/turbo_merger.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/turbo_merger.py,,shubert,ACTIVE,RMDEV-2686,turbo-merger-trunk
web_graph_mapping,BLOCKED,https://rm.z.yandex-team.ru/component/web_graph_mapping,/sandbox/projects/release_machine/components/configs/web_graph_mapping.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/web_graph_mapping.py,,avitella,ACTIVE,RMDEV-2687,web_graph_mapping-trunk
video_graph_mapping,BLOCKED,https://rm.z.yandex-team.ru/component/video_graph_mapping,/sandbox/projects/release_machine/components/configs/video_graph_mapping.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/video_graph_mapping.py,,juver,ACTIVE,RMDEV-2688,video_graph_mapping-trunk
turbo_init,unknown,https://rm.z.yandex-team.ru/component/turbo_init,/sandbox/projects/release_machine/components/configs/turbo_init.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/turbo_init.py,,shubert,ACTIVE,RMDEV-2689,turbo-init-trunk
turbo_ddm,unknown,https://rm.z.yandex-team.ru/component/turbo_ddm,/sandbox/projects/release_machine/components/configs/turbo_ddm.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/turbo_ddm.py,,shubert,ACTIVE,RMDEV-2690,turbo-ddm-trunk
images_graph_mapping,BLOCKED,https://rm.z.yandex-team.ru/component/images_graph_mapping,/sandbox/projects/release_machine/components/configs/images_graph_mapping.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/images_graph_mapping.py,,ulgen4a,ACTIVE,RMDEV-2691,images_graph_mapping-trunk
frontend_video_hosting,unknown,https://rm.z.yandex-team.ru/component/frontend_video_hosting,/sandbox/projects/release_machine/components/configs/frontend_video_hosting.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/frontend_video_hosting.py,,i-sokolov,ACTIVE,RMDEV-2692,vh-frontend
balancer_config,BLOCKED,https://rm.z.yandex-team.ru/component/balancer_config,/sandbox/projects/release_machine/components/configs/balancer_config.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/balancer_config.py,,mmike16,ACTIVE,RMDEV-2644,balancer_config-trunk
clickdaemon,SKIP,https://rm.z.yandex-team.ru/component/clickdaemon,/sandbox/projects/release_machine/components/configs/clickdaemon.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/clickdaemon.py,,elshiko,DELETED,RMDEV-2693,clickdaemon-trunk
service_controller,DONE,https://rm.z.yandex-team.ru/component/service_controller,/sandbox/projects/release_machine/components/configs/service_controller.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/service_controller.py,,elshiko,ACTIVE,RMDEV-2694,
balancer,BLOCKED,https://rm.z.yandex-team.ru/component/balancer,/sandbox/projects/release_machine/components/configs/balancer.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/balancer.py,,smalukav,ACTIVE,RMDEV-2644,balancer-trunk
report,unknown,https://rm.z.yandex-team.ru/component/report,/sandbox/projects/release_machine/components/configs/report.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/report.py,,elshiko,ACTIVE,RMDEV-2695,ws-report-trunk
release_machine,BLOCKED,https://rm.z.yandex-team.ru/component/release_machine,/sandbox/projects/release_machine/components/configs/release_machine.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/release_machine.py,,ilyaturuntaev,ACTIVE,RMDEV-2666,release-machine-trunk
user_sessions,unknown,https://rm.z.yandex-team.ru/component/user_sessions,/sandbox/projects/release_machine/components/configs/user_sessions.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/user_sessions.py,,exoron,ACTIVE,RMDEV-2696,user_sessions_trunk
bass,unknown,https://rm.z.yandex-team.ru/component/bass,/sandbox/projects/release_machine/components/configs/bass.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/bass.py,,avitella,ACTIVE,RMDEV-2697,bass-trunk
video_report,unknown,https://rm.z.yandex-team.ru/component/video_report,/sandbox/projects/release_machine/components/configs/video_report.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/video_report.py,,juver,ACTIVE,RMDEV-2698,video_report-trunk
weather,DONE,https://rm.z.yandex-team.ru/component/weather,/sandbox/projects/release_machine/components/configs/weather.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/weather.py,,maratkanov,ACTIVE,RMDEV-2699,weather
flags_provider,unknown,https://rm.z.yandex-team.ru/component/flags_provider,/sandbox/projects/release_machine/components/configs/flags_provider.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/flags_provider.py,,alex-ersh,ACTIVE,RMDEV-2700,ws-flags_provider-trunk
ugc_feeder,unknown,https://rm.z.yandex-team.ru/component/ugc_feeder,/sandbox/projects/release_machine/components/configs/ugc_feeder.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/ugc_feeder.py,,ivannik,ACTIVE,RMDEV-2701,ugc-feeder-trunk
release_machine_test,X,https://rm.z.yandex-team.ru/component/release_machine_test,/sandbox/projects/release_machine/components/configs/release_machine_test.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/release_machine_test.py,,ilyaturuntaev,ACTIVE,RMDEV-2702,rm-test-trunk
rpslimiter,unknown,https://rm.z.yandex-team.ru/component/rpslimiter,/sandbox/projects/release_machine/components/configs/rpslimiter.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rpslimiter.py,,gluk47,ACTIVE,RMDEV-2703,rpslimiter-trunk
scraper_over_yt,unknown,https://rm.z.yandex-team.ru/component/scraper_over_yt,/sandbox/projects/release_machine/components/configs/scraper_over_yt.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/scraper_over_yt.py,,i024,ACTIVE,RMDEV-2704,scraper_over_yt-trunk
resource_cache_controller,unknown,https://rm.z.yandex-team.ru/component/resource_cache_controller,/sandbox/projects/release_machine/components/configs/resource_cache_controller.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/resource_cache_controller.py,,amich,ACTIVE,RMDEV-2705,resource_cache_controller-trunk
boltalka,unknown,https://rm.z.yandex-team.ru/component/boltalka,/sandbox/projects/release_machine/components/configs/boltalka.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/boltalka.py,,leshanbog,ACTIVE,RMDEV-2706,boltalka-trunk
collections_backend,unknown,https://rm.z.yandex-team.ru/component/collections_backend,/sandbox/projects/release_machine/components/configs/collections_backend.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/collections_backend.py,,dedcannibal,ACTIVE,RMDEV-2707,
yp_dns,unknown,https://rm.z.yandex-team.ru/component/yp_dns,/sandbox/projects/release_machine/components/configs/yp_dns.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yp_dns.py,,elshiko,ACTIVE,RMDEV-2708,yp_dns-trunk
expdaemon,BLOCKED,https://rm.z.yandex-team.ru/component/expdaemon,/sandbox/projects/release_machine/components/configs/expdaemon.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/expdaemon.py,,valgushev,ACTIVE,RMDEV-2709,expdaemon_release_trunk
apache,SKIP,https://rm.z.yandex-team.ru/component/apache,/sandbox/projects/release_machine/components/configs/apache.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/apache.py,,mvel,DELETED,RMDEV-2710,ws-apache-trunk
yp_service_discovery,unknown,https://rm.z.yandex-team.ru/component/yp_service_discovery,/sandbox/projects/release_machine/components/configs/yp_service_discovery.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yp_service_discovery.py,,elshiko,ACTIVE,RMDEV-2711,yp_service_discovery-trunk
bigb_balancer,unknown,https://rm.z.yandex-team.ru/component/bigb_balancer,/sandbox/projects/release_machine/components/configs/bigb_balancer.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/bigb_balancer.py,,pechatnov,ACTIVE,RMDEV-2712,bigb_balancer
bigb_buzzard,unknown,https://rm.z.yandex-team.ru/component/bigb_buzzard,/sandbox/projects/release_machine/components/configs/bigb_buzzard.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/bigb_buzzard.py,,pechatnov,ACTIVE,RMDEV-2713,bigb_buzzard
bigb_eagle,unknown,https://rm.z.yandex-team.ru/component/bigb_eagle,/sandbox/projects/release_machine/components/configs/bigb_eagle.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/bigb_eagle.py,,pechatnov,ACTIVE,RMDEV-2714,bigb_eagle
bigb_resharder,unknown,https://rm.z.yandex-team.ru/component/bigb_resharder,/sandbox/projects/release_machine/components/configs/bigb_resharder.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/bigb_resharder.py,,pechatnov,ACTIVE,RMDEV-2715,bigb_resharder
vins,unknown,https://rm.z.yandex-team.ru/component/vins,/sandbox/projects/release_machine/components/configs/vins.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/vins.py,,zhigan,ACTIVE,RMDEV-2716,vins-trunk
yp_idm_role_provider,DONE,https://rm.z.yandex-team.ru/component/yp_idm_role_provider,/sandbox/projects/release_machine/components/configs/yp_idm_role_provider.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yp_idm_role_provider.py,,deep,ACTIVE,RMDEV-2717,
geosuggest,unknown,https://rm.z.yandex-team.ru/component/geosuggest,/sandbox/projects/release_machine/components/configs/geo_suggest.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/geo_suggest.py,,vi002,ACTIVE,RMDEV-2718,geosuggest-trunk
horizon,SKIP,https://rm.z.yandex-team.ru/component/horizon,/sandbox/projects/release_machine/components/configs/horizon.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/horizon.py,,lebedev-aa,DELETED,RMDEV-2719,horizon-trunk
yp_master,unknown,https://rm.z.yandex-team.ru/component/yp_master,/sandbox/projects/release_machine/components/configs/yp_master.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yp_master.py,,deep,ACTIVE,,
yp_inet_mngr,DONE,https://rm.z.yandex-team.ru/component/yp_inet_mngr,/sandbox/projects/release_machine/components/configs/yp_inet_mngr.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yp_inet_mngr.py,,deep,ACTIVE,RMDEV-2721,
favicon,DONE,https://rm.z.yandex-team.ru/component/favicon,/sandbox/projects/release_machine/components/configs/favicon.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/favicon.py,,niknik,ACTIVE,RMDEV-2722,
rasp_pathfinder_proxy,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_pathfinder_proxy,/sandbox/projects/release_machine/components/configs/rasp/pathfinder_proxy.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/pathfinder_proxy.py,,monitorius,ACTIVE,RMDEV-2723,rasp_pathfinder_proxy-trunk
afisha_tickets_backend,BLOCKED,https://rm.z.yandex-team.ru/component/afisha_tickets_backend,/sandbox/projects/release_machine/components/configs/afisha/afisha_tickets_backend.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/afisha/afisha_tickets_backend.py,,muhamedgaliev,ACTIVE,RMDEV-2724,afisha_tickets_backend-trunk
arc_client,unknown,https://rm.z.yandex-team.ru/component/arc_client,/sandbox/projects/release_machine/components/configs/arc_client.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/arc_client.py,,ilikepugs,ACTIVE,RMDEV-2725,arc_client-trunk
yp_cauth_export,DONE,https://rm.z.yandex-team.ru/component/yp_cauth_export,/sandbox/projects/release_machine/components/configs/yp_cauth_export.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yp_cauth_export.py,,deep,ACTIVE,RMDEV-2726,
rasp_export,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_export,/sandbox/projects/release_machine/components/configs/rasp/export.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/export.py,,monitorius,ACTIVE,RMDEV-2727,rasp_export-trunk
rasp_blablacar,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_blablacar,/sandbox/projects/release_machine/components/configs/rasp/blablacar.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/blablacar.py,,monitorius,ACTIVE,RMDEV-2728,rasp_blablacar-trunk
fanout,unknown,https://rm.z.yandex-team.ru/component/fanout,/sandbox/projects/release_machine/components/configs/mssngr_fanout.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/mssngr_fanout.py,,manokk,ACTIVE,RMDEV-2629,fanout-trunk
rtc_mediator,unknown,https://rm.z.yandex-team.ru/component/rtc_mediator,/sandbox/projects/release_machine/components/configs/rtc_mediator.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rtc_mediator.py,,robot-rtc-reis,ACTIVE,RMDEV-2729,rtc-mediator-trunk
media_crm,unknown,https://rm.z.yandex-team.ru/component/media_crm,/sandbox/projects/release_machine/components/configs/media_crm/media_crm.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/media_crm/media_crm.py,,vinokurov-den,ACTIVE,RMDEV-2730,media_crm-trunk
yp_export,DONE,https://rm.z.yandex-team.ru/component/yp_export,/sandbox/projects/release_machine/components/configs/yp_export.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/yp_export.py,,deep,ACTIVE,RMDEV-2731,
alisa_skills_rec,unknown,https://rm.z.yandex-team.ru/component/alisa_skills_rec,/sandbox/projects/release_machine/components/configs/alisa_skills_rec.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/alisa_skills_rec.py,,lavv17,ACTIVE,RMDEV-2732,
uniproxy,DONE,https://rm.z.yandex-team.ru/component/uniproxy,/sandbox/projects/release_machine/components/configs/uniproxy.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/uniproxy.py,,paxakor,ACTIVE,RMDEV-2733,alice-uniproxy-trunk
rasp_morda_backend,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_morda_backend,/sandbox/projects/release_machine/components/configs/rasp/morda_backend.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/morda_backend.py,,monitorius,ACTIVE,RMDEV-2734,rasp_morda_backend-trunk
data_collector,unknown,https://rm.z.yandex-team.ru/component/data_collector,/sandbox/projects/release_machine/components/configs/mssngr_data_collector.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/mssngr_data_collector.py,,manokk,ACTIVE,RMDEV-2735,data_collector-trunk
geobot,unknown,https://rm.z.yandex-team.ru/component/geobot,/sandbox/projects/release_machine/components/configs/mssngr_geobot.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/mssngr_geobot.py,,manokk,ACTIVE,RMDEV-2736,geobot-trunk
lb_subscriber,unknown,https://rm.z.yandex-team.ru/component/lb_subscriber,/sandbox/projects/release_machine/components/configs/mssngr_lb_subscriber.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/mssngr_lb_subscriber.py,,manokk,ACTIVE,RMDEV-2737,lb_subscriber-trunk
cs_server,unknown,https://rm.z.yandex-team.ru/component/cs_server,/sandbox/projects/release_machine/components/configs/mssngr_cs_server.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/mssngr_cs_server.py,,manokk,ACTIVE,RMDEV-2738,cs_server-trunk
deploy_monitoring_controller,unknown,https://rm.z.yandex-team.ru/component/deploy_monitoring_controller,/sandbox/projects/release_machine/components/configs/deploy_monitoring_controller.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/deploy_monitoring_controller.py,,amich,ACTIVE,RMDEV-2442,deploy_monitoring_controller-trunk
bulbasaur,unknown,https://rm.z.yandex-team.ru/component/bulbasaur,/sandbox/projects/release_machine/components/configs/bulbasaur.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/bulbasaur.py,,galecore,ACTIVE,RMDEV-2739,bulbasaur-trunk
rasp_api_public,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_api_public,/sandbox/projects/release_machine/components/configs/rasp/api_public.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/api_public.py,,monitorius,ACTIVE,RMDEV-2740,rasp_api_public-trunk
graphs_shared,BLOCKED,https://rm.z.yandex-team.ru/component/graphs_shared,/sandbox/projects/release_machine/components/configs/graphs_shared.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/graphs_shared.py,,dmitryno,ACTIVE,RMDEV-2647,graphs_shared-trunk
video_hosting_graphs,unknown,https://rm.z.yandex-team.ru/component/video_hosting_graphs,/sandbox/projects/release_machine/components/configs/video_hosting_graphs.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/video_hosting_graphs.py,,i-sokolov,ACTIVE,RMDEV-2648,video_hosting_graphs-trunk
balance,unknown,https://rm.z.yandex-team.ru/component/balance,/sandbox/projects/release_machine/components/configs/balance.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/balance.py,,igogor,ACTIVE,RMDEV-2741,balance-trunk
setrace,DONE,https://rm.z.yandex-team.ru/component/setrace,/sandbox/projects/release_machine/components/configs/setrace.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/setrace.py,,redotter,ACTIVE,RMDEV-2742,
rtc_sipgw,unknown,https://rm.z.yandex-team.ru/component/rtc_sipgw,/sandbox/projects/release_machine/components/configs/rtc_sipgw.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rtc_sipgw.py,,robot-rtc-reis,ACTIVE,RMDEV-2743,rtc-sipgw-trunk
rasp_train_api,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_train_api,/sandbox/projects/release_machine/components/configs/rasp/train_api.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/train_api.py,,lorekhov,ACTIVE,RMDEV-2744,rasp_train_api-trunk
rasp_suburban_widget,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_suburban_widget,/sandbox/projects/release_machine/components/configs/rasp/suburban_widget.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/suburban_widget.py,,anded,ACTIVE,RMDEV-2745,rasp_suburban_widget-trunk
zephyr,SKIP,https://rm.z.yandex-team.ru/component/zephyr,/sandbox/projects/release_machine/components/configs/zephyr.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/zephyr.py,,lebedev-aa,ACTIVE,RMDEV-2746,zephyr-trunk
rasp_suburban_wizard_api,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_suburban_wizard_api,/sandbox/projects/release_machine/components/configs/rasp/suburban_wizard_api.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/suburban_wizard_api.py,,lorekhov,ACTIVE,RMDEV-2747,rasp_suburban_wizard_api-trunk
rasp_train_wizard_api,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_train_wizard_api,/sandbox/projects/release_machine/components/configs/rasp/train_wizard_api.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/train_wizard_api.py,,lorekhov,ACTIVE,RMDEV-2748,rasp_train_wizard_api-trunk
rasp_wizard_proxy_api,BLOCKED,https://rm.z.yandex-team.ru/component/rasp_wizard_proxy_api,/sandbox/projects/release_machine/components/configs/rasp/wizard_proxy_api.py,https://a.yandex-team.ru/arc/trunk/arcadia/sandbox/projects/release_machine/components/configs/rasp/wizard_proxy_api.py,,lorekhov,ACTIVE,RMDEV-2749,rasp_wizard_proxy_api-trunk
